Citation,Volcano,SampleID,SiO2,TiO2,Al2O3,FeOt,MnO,MgO,CaO,Na2O,K2O,P2O5,Cr2O3,NiO,Mineral,Host
"de Maisonneuve, C.B., Dungan, M.A., Bachmann, O. and Burgisser, A., 2012. Insights into shallow magma storage and crystallization at Volcán Llaima (Andean southern volcanic zone, Chile). Journal of Volcanology and Geothermal Research, 211, pp.76-91.",LLAIMA,8LM-339_8LM-339_B7,54.55,1.7,14.11,11.56,0.24,4,9.07,3.35,0.91,0.17,,,Glass,Olivine
"de Maisonneuve, C.B., Dungan, M.A., Bachmann, O. and Burgisser, A., 2012. Insights into shallow magma storage and crystallization at Volcán Llaima (Andean southern volcanic zone, Chile). Journal of Volcanology and Geothermal Research, 211, pp.76-91.",LLAIMA,8LM-339_8LM-339_B9,53.39,1.29,16.71,9.99,0.2,4.28,9.66,3.35,0.69,,,,Glass,Olivine
"de Maisonneuve, C.B., Dungan, M.A., Bachmann, O. and Burgisser, A., 2012. Insights into shallow magma storage and crystallization at Volcán Llaima (Andean southern volcanic zone, Chile). Journal of Volcanology and Geothermal Research, 211, pp.76-91.",LLAIMA,8LM-339_8LM-339_C1,52.29,1.22,17.02,9.99,0.2,5.04,9.88,3.32,0.65,,,,Glass,Olivine
"de Maisonneuve, C.B., Dungan, M.A., Bachmann, O. and Burgisser, A., 2012. Insights into shallow magma storage and crystallization at Volcán Llaima (Andean southern volcanic zone, Chile). Journal of Volcanology and Geothermal Research, 211, pp.76-91.",LLAIMA,8LM-339_8LM-339_C13,55.48,1.91,13.44,11.75,0.23,4.54,8.42,2.96,0.7,0,,,Glass,Olivine
"de Maisonneuve, C.B., Dungan, M.A., Bachmann, O. and Burgisser, A., 2012. Insights into shallow magma storage and crystallization at Volcán Llaima (Andean southern volcanic zone, Chile). Journal of Volcanology and Geothermal Research, 211, pp.76-91.",LLAIMA,8LM-339_8LM-339_C16,52.15,1.28,14.44,12.85,0.24,5.51,9.47,3.09,0.59,,,,Glass,Olivine
"de Maisonneuve, C.B., Dungan, M.A., Bachmann, O. and Burgisser, A., 2012. Insights into shallow magma storage and crystallization at Volcán Llaima (Andean southern volcanic zone, Chile). Journal of Volcanology and Geothermal Research, 211, pp.76-91.",LLAIMA,8LM-339_8LM-339_C17,55.47,1.59,13.82,10.85,0.22,5.02,8.2,3.38,1.02,0.09,,,Glass,Olivine
"de Maisonneuve, C.B., Dungan, M.A., Bachmann, O. and Burgisser, A., 2012. Insights into shallow magma storage and crystallization at Volcán Llaima (Andean southern volcanic zone, Chile). Journal of Volcanology and Geothermal Research, 211, pp.76-91.",LLAIMA,8LM-339_8LM-339_C19,52.61,1.26,16.12,10.38,0.19,5.52,9.58,3.28,0.65,,,,Glass,Olivine
"de Maisonneuve, C.B., Dungan, M.A., Bachmann, O. and Burgisser, A., 2012. Insights into shallow magma storage and crystallization at Volcán Llaima (Andean southern volcanic zone, Chile). Journal of Volcanology and Geothermal Research, 211, pp.76-91.",LLAIMA,8LM-339_8LM-339_C22b,51.57,0.96,18.74,8.45,0.16,5.43,10.33,3.24,0.59,,,,Glass,Olivine
"de Maisonneuve, C.B., Dungan, M.A., Bachmann, O. and Burgisser, A., 2012. Insights into shallow magma storage and crystallization at Volcán Llaima (Andean southern volcanic zone, Chile). Journal of Volcanology and Geothermal Research, 211, pp.76-91.",LLAIMA,8LM-339_8LM-339_C7,54.24,1.57,14.41,11.22,0.22,4.68,8.69,3.49,0.94,0.12,,,Glass,Olivine
"Esposito, R. J. Bodnar, L. V. Danyushevsky, B. De Vivo, L. Fedele, J. Hunter, A. Lima, N. Shimizu; Volatile Evolution of Magma Associated with the Solchiaro Eruption in the Phlegrean Volcanic District (Italy), Journal of Petrology, Volume 52, Issue 12, 1 December 2011, Pages 2431–2460, https://doi.org/10.1093/petrology/egr051",CAMPI FLEGREI,RESC2_RESC2-O13.M1 ,47.61,1.49,17.15,7.99,0.14,5.89,11.57,3,2.29,0.45,,,Glass,Olivine
"Esposito, R. J. Bodnar, L. V. Danyushevsky, B. De Vivo, L. Fedele, J. Hunter, A. Lima, N. Shimizu; Volatile Evolution of Magma Associated with the Solchiaro Eruption in the Phlegrean Volcanic District (Italy), Journal of Petrology, Volume 52, Issue 12, 1 December 2011, Pages 2431–2460, https://doi.org/10.1093/petrology/egr051",CAMPI FLEGREI,RESC2_RESC2-O8.M1 ,48.24,1.5,16.67,8.09,0.13,5.13,12.38,2.98,1.48,0.3,,,Glass,Olivine
"Esposito, R. J. Bodnar, L. V. Danyushevsky, B. De Vivo, L. Fedele, J. Hunter, A. Lima, N. Shimizu; Volatile Evolution of Magma Associated with the Solchiaro Eruption in the Phlegrean Volcanic District (Italy), Journal of Petrology, Volume 52, Issue 12, 1 December 2011, Pages 2431–2460, https://doi.org/10.1093/petrology/egr051",CAMPI FLEGREI,RESC2_RESC2-O12.M1 ,47.87,1.23,17.96,8.08,0.17,3.47,9.86,3.05,3.69,0.61,,,Glass,Olivine
"Esposito, R. J. Bodnar, L. V. Danyushevsky, B. De Vivo, L. Fedele, J. Hunter, A. Lima, N. Shimizu; Volatile Evolution of Magma Associated with the Solchiaro Eruption in the Phlegrean Volcanic District (Italy), Journal of Petrology, Volume 52, Issue 12, 1 December 2011, Pages 2431–2460, https://doi.org/10.1093/petrology/egr051",CAMPI FLEGREI,RESC2_RESC2-O12.M2 ,48.75,1.16,17.51,7.74,0.16,4.13,10.3,2.97,3.23,0.55,,,Glass,Olivine
"Esposito, R. J. Bodnar, L. V. Danyushevsky, B. De Vivo, L. Fedele, J. Hunter, A. Lima, N. Shimizu; Volatile Evolution of Magma Associated with the Solchiaro Eruption in the Phlegrean Volcanic District (Italy), Journal of Petrology, Volume 52, Issue 12, 1 December 2011, Pages 2431–2460, https://doi.org/10.1093/petrology/egr051",CAMPI FLEGREI,RESC2_RESC2-O3.M1 ,47.88,1.13,16.86,8.86,0.19,4.86,9.14,3.1,3.73,0.49,,,Glass,Olivine
"Esposito, R. J. Bodnar, L. V. Danyushevsky, B. De Vivo, L. Fedele, J. Hunter, A. Lima, N. Shimizu; Volatile Evolution of Magma Associated with the Solchiaro Eruption in the Phlegrean Volcanic District (Italy), Journal of Petrology, Volume 52, Issue 12, 1 December 2011, Pages 2431–2460, https://doi.org/10.1093/petrology/egr051",CAMPI FLEGREI,RESC2_RESC2-O22.MIE-av,48.97,1.45,17.75,8.76,0.13,4.71,7.96,2.77,4.36,0.76,0.02,,Glass,Olivine
"Esposito, R. J. Bodnar, L. V. Danyushevsky, B. De Vivo, L. Fedele, J. Hunter, A. Lima, N. Shimizu; Volatile Evolution of Magma Associated with the Solchiaro Eruption in the Phlegrean Volcanic District (Italy), Journal of Petrology, Volume 52, Issue 12, 1 December 2011, Pages 2431–2460, https://doi.org/10.1093/petrology/egr051",CAMPI FLEGREI,RESC2_RESC2-O51.MIA,48.32,1.37,16.36,7.44,0.17,4.79,12.48,2.73,1.64,0.34,0.09,,Glass,Olivine
"Esposito, R. J. Bodnar, L. V. Danyushevsky, B. De Vivo, L. Fedele, J. Hunter, A. Lima, N. Shimizu; Volatile Evolution of Magma Associated with the Solchiaro Eruption in the Phlegrean Volcanic District (Italy), Journal of Petrology, Volume 52, Issue 12, 1 December 2011, Pages 2431–2460, https://doi.org/10.1093/petrology/egr051",CAMPI FLEGREI,RESC2_RESC2-O52.MIA,49.96,1.05,17.13,7.81,0.15,5,9.2,2.67,3.04,0.46,0.09,,Glass,Olivine
"Esposito, R. J. Bodnar, L. V. Danyushevsky, B. De Vivo, L. Fedele, J. Hunter, A. Lima, N. Shimizu; Volatile Evolution of Magma Associated with the Solchiaro Eruption in the Phlegrean Volcanic District (Italy), Journal of Petrology, Volume 52, Issue 12, 1 December 2011, Pages 2431–2460, https://doi.org/10.1093/petrology/egr051",CAMPI FLEGREI,RESC2_RESC2-O26.MI1-av,47.05,0.62,17.03,7.35,0.14,5.83,13.71,1.91,1.16,0.23,0.05,,Glass,Olivine
"Esposito, R. J. Bodnar, L. V. Danyushevsky, B. De Vivo, L. Fedele, J. Hunter, A. Lima, N. Shimizu; Volatile Evolution of Magma Associated with the Solchiaro Eruption in the Phlegrean Volcanic District (Italy), Journal of Petrology, Volume 52, Issue 12, 1 December 2011, Pages 2431–2460, https://doi.org/10.1093/petrology/egr051",CAMPI FLEGREI,RESC2_RESC2-O26.MI2-av,47.56,0.95,16.84,7.19,0.14,5.02,12.76,2.37,1.48,0.38,0.05,,Glass,Olivine
"Esposito, R. J. Bodnar, L. V. Danyushevsky, B. De Vivo, L. Fedele, J. Hunter, A. Lima, N. Shimizu; Volatile Evolution of Magma Associated with the Solchiaro Eruption in the Phlegrean Volcanic District (Italy), Journal of Petrology, Volume 52, Issue 12, 1 December 2011, Pages 2431–2460, https://doi.org/10.1093/petrology/egr051",CAMPI FLEGREI,RESC2_RESC2-O26.MI3-av,47.3,1.25,16.29,6.75,0.12,5.53,11.79,2.47,2.38,0.45,0.02,,Glass,Olivine
"Esposito, R. J. Bodnar, L. V. Danyushevsky, B. De Vivo, L. Fedele, J. Hunter, A. Lima, N. Shimizu; Volatile Evolution of Magma Associated with the Solchiaro Eruption in the Phlegrean Volcanic District (Italy), Journal of Petrology, Volume 52, Issue 12, 1 December 2011, Pages 2431–2460, https://doi.org/10.1093/petrology/egr051",CAMPI FLEGREI,RESC2_RESC2-O26.MI4,46.55,1.28,16.76,6.91,0.13,5.46,11.57,2.26,2.95,0.48,0.04,,Glass,Olivine
"Esposito, R. J. Bodnar, L. V. Danyushevsky, B. De Vivo, L. Fedele, J. Hunter, A. Lima, N. Shimizu; Volatile Evolution of Magma Associated with the Solchiaro Eruption in the Phlegrean Volcanic District (Italy), Journal of Petrology, Volume 52, Issue 12, 1 December 2011, Pages 2431–2460, https://doi.org/10.1093/petrology/egr051",CAMPI FLEGREI,RESC2_RESC2-O1.M1 ,48.19,1.13,16.98,7.26,0.13,5.25,12.04,2.81,2.64,,0.03,,Glass,Olivine
"Esposito, R. J. Bodnar, L. V. Danyushevsky, B. De Vivo, L. Fedele, J. Hunter, A. Lima, N. Shimizu; Volatile Evolution of Magma Associated with the Solchiaro Eruption in the Phlegrean Volcanic District (Italy), Journal of Petrology, Volume 52, Issue 12, 1 December 2011, Pages 2431–2460, https://doi.org/10.1093/petrology/egr051",CAMPI FLEGREI,RESC3_RESC3-O20-MA,46.52,1.4,14.54,6.03,0.1,4.91,11.45,2.78,3.57,0.72,0.04,,Glass,Olivine
"Esposito, R. J. Bodnar, L. V. Danyushevsky, B. De Vivo, L. Fedele, J. Hunter, A. Lima, N. Shimizu; Volatile Evolution of Magma Associated with the Solchiaro Eruption in the Phlegrean Volcanic District (Italy), Journal of Petrology, Volume 52, Issue 12, 1 December 2011, Pages 2431–2460, https://doi.org/10.1093/petrology/egr051",CAMPI FLEGREI,RESC3_RESC3-O1-MA,47.8,1.08,15.89,6.96,0.16,4.77,8.94,2.85,3.87,0.54,,,Glass,Olivine
"Esposito, R. J. Bodnar, L. V. Danyushevsky, B. De Vivo, L. Fedele, J. Hunter, A. Lima, N. Shimizu; Volatile Evolution of Magma Associated with the Solchiaro Eruption in the Phlegrean Volcanic District (Italy), Journal of Petrology, Volume 52, Issue 12, 1 December 2011, Pages 2431–2460, https://doi.org/10.1093/petrology/egr051",CAMPI FLEGREI,RESC3_RESC3-O2-MA,49.22,1.23,17.15,6.13,0.13,4.02,7.61,2.98,4.39,0.7,0.04,,Glass,Olivine
"Esposito, R. J. Bodnar, L. V. Danyushevsky, B. De Vivo, L. Fedele, J. Hunter, A. Lima, N. Shimizu; Volatile Evolution of Magma Associated with the Solchiaro Eruption in the Phlegrean Volcanic District (Italy), Journal of Petrology, Volume 52, Issue 12, 1 December 2011, Pages 2431–2460, https://doi.org/10.1093/petrology/egr051",CAMPI FLEGREI,RESC3_RESC3-O18-MA,50.32,1.12,17.01,6.28,0.16,3.89,7.53,2.81,3.77,0.52,0.03,,Glass,Olivine
"Esposito, R. J. Bodnar, L. V. Danyushevsky, B. De Vivo, L. Fedele, J. Hunter, A. Lima, N. Shimizu; Volatile Evolution of Magma Associated with the Solchiaro Eruption in the Phlegrean Volcanic District (Italy), Journal of Petrology, Volume 52, Issue 12, 1 December 2011, Pages 2431–2460, https://doi.org/10.1093/petrology/egr051",CAMPI FLEGREI,RESC3_RESC3-O3-MA,49.92,1.02,16.11,5.94,0.15,3.93,8.85,2.65,3.51,0.47,,,Glass,Olivine
"Esposito, R. J. Bodnar, L. V. Danyushevsky, B. De Vivo, L. Fedele, J. Hunter, A. Lima, N. Shimizu; Volatile Evolution of Magma Associated with the Solchiaro Eruption in the Phlegrean Volcanic District (Italy), Journal of Petrology, Volume 52, Issue 12, 1 December 2011, Pages 2431–2460, https://doi.org/10.1093/petrology/egr051",CAMPI FLEGREI,RESC3_RESC3-O9-MA,47.79,1.16,15.69,5.79,0.1,3.95,10.96,2.38,3.59,0.64,0.03,,Glass,Olivine
"Esposito, R. J. Bodnar, L. V. Danyushevsky, B. De Vivo, L. Fedele, J. Hunter, A. Lima, N. Shimizu; Volatile Evolution of Magma Associated with the Solchiaro Eruption in the Phlegrean Volcanic District (Italy), Journal of Petrology, Volume 52, Issue 12, 1 December 2011, Pages 2431–2460, https://doi.org/10.1093/petrology/egr051",CAMPI FLEGREI,RESC3_RESC3-O29-MA,48.06,1.11,16.36,6.25,0.12,4.33,10.28,2.12,3.31,0.58,0.04,,Glass,Olivine
"Esposito, R. J. Bodnar, L. V. Danyushevsky, B. De Vivo, L. Fedele, J. Hunter, A. Lima, N. Shimizu; Volatile Evolution of Magma Associated with the Solchiaro Eruption in the Phlegrean Volcanic District (Italy), Journal of Petrology, Volume 52, Issue 12, 1 December 2011, Pages 2431–2460, https://doi.org/10.1093/petrology/egr051",CAMPI FLEGREI,RESC3_RESC3-O27-MA,48.11,1.38,16.98,6.45,0.14,4.19,9.31,2.62,4.09,0.67,0.01,,Glass,Olivine
"Esposito, R. J. Bodnar, L. V. Danyushevsky, B. De Vivo, L. Fedele, J. Hunter, A. Lima, N. Shimizu; Volatile Evolution of Magma Associated with the Solchiaro Eruption in the Phlegrean Volcanic District (Italy), Journal of Petrology, Volume 52, Issue 12, 1 December 2011, Pages 2431–2460, https://doi.org/10.1093/petrology/egr051",CAMPI FLEGREI,RESC3_RESC3-O27-MB,46.84,1.16,16.41,6.8,0.13,4.35,9.43,4,4.02,0.69,0,,Glass,Olivine
"Esposito, R. J. Bodnar, L. V. Danyushevsky, B. De Vivo, L. Fedele, J. Hunter, A. Lima, N. Shimizu; Volatile Evolution of Magma Associated with the Solchiaro Eruption in the Phlegrean Volcanic District (Italy), Journal of Petrology, Volume 52, Issue 12, 1 December 2011, Pages 2431–2460, https://doi.org/10.1093/petrology/egr051",CAMPI FLEGREI,RESC3_RESC3-O11-MA,48.45,1.3,16.98,5.58,0.12,3.44,11.33,4.08,2.44,0.32,0,,Glass,Olivine
"Esposito, R. J. Bodnar, L. V. Danyushevsky, B. De Vivo, L. Fedele, J. Hunter, A. Lima, N. Shimizu; Volatile Evolution of Magma Associated with the Solchiaro Eruption in the Phlegrean Volcanic District (Italy), Journal of Petrology, Volume 52, Issue 12, 1 December 2011, Pages 2431–2460, https://doi.org/10.1093/petrology/egr051",CAMPI FLEGREI,RESC3_RESC3-O13-MA,46.53,1.29,16.36,6.87,0.12,3.88,11.17,2.19,3.22,0.64,0,,Glass,Olivine
"Esposito, R. J. Bodnar, L. V. Danyushevsky, B. De Vivo, L. Fedele, J. Hunter, A. Lima, N. Shimizu; Volatile Evolution of Magma Associated with the Solchiaro Eruption in the Phlegrean Volcanic District (Italy), Journal of Petrology, Volume 52, Issue 12, 1 December 2011, Pages 2431–2460, https://doi.org/10.1093/petrology/egr051",CAMPI FLEGREI,RESC3_RESC3-O25-MD,47.76,2.33,16.68,7,0.14,4.57,9.66,3.02,2.25,0.47,0.04,,Glass,Olivine
"Esposito, R. J. Bodnar, L. V. Danyushevsky, B. De Vivo, L. Fedele, J. Hunter, A. Lima, N. Shimizu; Volatile Evolution of Magma Associated with the Solchiaro Eruption in the Phlegrean Volcanic District (Italy), Journal of Petrology, Volume 52, Issue 12, 1 December 2011, Pages 2431–2460, https://doi.org/10.1093/petrology/egr051",CAMPI FLEGREI,RESC3_RESC3-O25-MC,46.93,2.21,16.93,7.41,0.11,4.19,9.94,3.18,1.98,0.53,0.1,,Glass,Olivine
"Esposito, R. J. Bodnar, L. V. Danyushevsky, B. De Vivo, L. Fedele, J. Hunter, A. Lima, N. Shimizu; Volatile Evolution of Magma Associated with the Solchiaro Eruption in the Phlegrean Volcanic District (Italy), Journal of Petrology, Volume 52, Issue 12, 1 December 2011, Pages 2431–2460, https://doi.org/10.1093/petrology/egr051",CAMPI FLEGREI,RESC3_RESC3-O16-MA,49,1.14,16.44,5.41,0.12,4.51,10.13,2.44,3.67,0.45,0.08,,Glass,Olivine
"Esposito, R. J. Bodnar, L. V. Danyushevsky, B. De Vivo, L. Fedele, J. Hunter, A. Lima, N. Shimizu; Volatile Evolution of Magma Associated with the Solchiaro Eruption in the Phlegrean Volcanic District (Italy), Journal of Petrology, Volume 52, Issue 12, 1 December 2011, Pages 2431–2460, https://doi.org/10.1093/petrology/egr051",CAMPI FLEGREI,RESC3_RESC3-O16-MB,47.39,1.18,15.73,5.81,0.06,4.8,10.45,2.43,4.12,0.55,0.05,,Glass,Olivine
"Esposito, R. J. Bodnar, L. V. Danyushevsky, B. De Vivo, L. Fedele, J. Hunter, A. Lima, N. Shimizu; Volatile Evolution of Magma Associated with the Solchiaro Eruption in the Phlegrean Volcanic District (Italy), Journal of Petrology, Volume 52, Issue 12, 1 December 2011, Pages 2431–2460, https://doi.org/10.1093/petrology/egr051",CAMPI FLEGREI,RESC3_RESC3-O4-MA-av,46.72,1.5,16.41,7.75,0.12,3.81,9.15,2.68,3.43,0.82,0.02,,Glass,Olivine
"Esposito, R. J. Bodnar, L. V. Danyushevsky, B. De Vivo, L. Fedele, J. Hunter, A. Lima, N. Shimizu; Volatile Evolution of Magma Associated with the Solchiaro Eruption in the Phlegrean Volcanic District (Italy), Journal of Petrology, Volume 52, Issue 12, 1 December 2011, Pages 2431–2460, https://doi.org/10.1093/petrology/egr051",CAMPI FLEGREI,RESC3_RESC3-O6-MA,48.21,1.08,15.66,6.41,0.13,3.27,11.08,2.3,3.64,0.61,0.1,,Glass,Olivine
"Esposito, R. J. Bodnar, L. V. Danyushevsky, B. De Vivo, L. Fedele, J. Hunter, A. Lima, N. Shimizu; Volatile Evolution of Magma Associated with the Solchiaro Eruption in the Phlegrean Volcanic District (Italy), Journal of Petrology, Volume 52, Issue 12, 1 December 2011, Pages 2431–2460, https://doi.org/10.1093/petrology/egr051",CAMPI FLEGREI,RESC3_RESC3-O12-MB,46.85,1.09,16.11,5.69,0.1,4.25,8.56,3.79,4.43,0.64,,,Glass,Olivine
"Esposito, R. J. Bodnar, L. V. Danyushevsky, B. De Vivo, L. Fedele, J. Hunter, A. Lima, N. Shimizu; Volatile Evolution of Magma Associated with the Solchiaro Eruption in the Phlegrean Volcanic District (Italy), Journal of Petrology, Volume 52, Issue 12, 1 December 2011, Pages 2431–2460, https://doi.org/10.1093/petrology/egr051",CAMPI FLEGREI,RESC3_RESC3-O21-MB-av,49.77,1.17,16.91,5.72,0.13,4.16,8.34,2.89,3.62,0.43,0.04,,Glass,Olivine
"Esposito, R. J. Bodnar, L. V. Danyushevsky, B. De Vivo, L. Fedele, J. Hunter, A. Lima, N. Shimizu; Volatile Evolution of Magma Associated with the Solchiaro Eruption in the Phlegrean Volcanic District (Italy), Journal of Petrology, Volume 52, Issue 12, 1 December 2011, Pages 2431–2460, https://doi.org/10.1093/petrology/egr051",CAMPI FLEGREI,RESC3_RESC3-O21-MA-av,47.21,0.63,16.58,6.98,0.11,4.62,12.57,2.31,1.02,0.15,0.07,,Glass,Olivine
"Esposito, R. J. Bodnar, L. V. Danyushevsky, B. De Vivo, L. Fedele, J. Hunter, A. Lima, N. Shimizu; Volatile Evolution of Magma Associated with the Solchiaro Eruption in the Phlegrean Volcanic District (Italy), Journal of Petrology, Volume 52, Issue 12, 1 December 2011, Pages 2431–2460, https://doi.org/10.1093/petrology/egr051",CAMPI FLEGREI,RESC3_RESC3-O22-MA-av,47.94,0.37,16.62,6.83,0.12,5.29,13.23,2.15,0.49,0.17,0.03,,Glass,Olivine
"Esposito, R. J. Bodnar, L. V. Danyushevsky, B. De Vivo, L. Fedele, J. Hunter, A. Lima, N. Shimizu; Volatile Evolution of Magma Associated with the Solchiaro Eruption in the Phlegrean Volcanic District (Italy), Journal of Petrology, Volume 52, Issue 12, 1 December 2011, Pages 2431–2460, https://doi.org/10.1093/petrology/egr051",CAMPI FLEGREI,RESC3_RESC3-O22-MC-av,48.28,1.31,15.62,6.85,0.12,4.92,11.22,2.67,2.05,0.36,0.01,,Glass,Olivine
"Esposito, R. J. Bodnar, L. V. Danyushevsky, B. De Vivo, L. Fedele, J. Hunter, A. Lima, N. Shimizu; Volatile Evolution of Magma Associated with the Solchiaro Eruption in the Phlegrean Volcanic District (Italy), Journal of Petrology, Volume 52, Issue 12, 1 December 2011, Pages 2431–2460, https://doi.org/10.1093/petrology/egr051",CAMPI FLEGREI,RESC3_RESC3-O7-MA,48.15,1.15,15.32,6.73,0.11,5.33,10.61,2.54,2.75,0.42,,,Glass,Olivine
"Esposito, R. J. Bodnar, L. V. Danyushevsky, B. De Vivo, L. Fedele, J. Hunter, A. Lima, N. Shimizu; Volatile Evolution of Magma Associated with the Solchiaro Eruption in the Phlegrean Volcanic District (Italy), Journal of Petrology, Volume 52, Issue 12, 1 December 2011, Pages 2431–2460, https://doi.org/10.1093/petrology/egr051",CAMPI FLEGREI,RESC3_RESC3-O10-MA,48.06,1.24,16.53,6.94,0.08,4.44,9.3,2.09,3.62,0.6,0.01,,Glass,Olivine
"Esposito, R. J. Bodnar, L. V. Danyushevsky, B. De Vivo, L. Fedele, J. Hunter, A. Lima, N. Shimizu; Volatile Evolution of Magma Associated with the Solchiaro Eruption in the Phlegrean Volcanic District (Italy), Journal of Petrology, Volume 52, Issue 12, 1 December 2011, Pages 2431–2460, https://doi.org/10.1093/petrology/egr051",CAMPI FLEGREI,RESC3_RESC3-O10-MB,48.24,1.31,16.7,6.56,0.13,4.14,8.63,2.54,4.26,0.68,0.05,,Glass,Olivine
