Citation,Volcano,Sample ID,SiO2,TiO2,Al2O3,FeOt,MnO,MgO,CaO,Na2O,K2O,P2O5,Cr2O3,NiO,Mineral
"Ruth, Dawn C. S. , Elizabeth Cottrell, Joaquín A. Cortés, Katherine A. Kelley, Eliza S. Calder; From Passive Degassing to Violent Strombolian Eruption: the Case of the 2008 Eruption of Llaima Volcano, Chile, Journal of Petrology, Volume 57, Issue 9, 1 September 2016, Pages 1833–1864, https://doi.org/10.1093/petrology/egw063",LLAIMA,brn7-MI-1-2011_brn7-MI-1-2011,54.12,1.37,13.63,11.13,0.23,5.08,7.59,3.0,0.83,0.25,,,Glass
"Barth, A., Newcombe, M., Plank, T., Gonnermann, H., Hajimirza, S., Soto, G.J., Saballos, A. and Hauri, E., 2019. Magma decompression rate correlates with explosivity at basaltic volcanoes—Constraints from water diffusion in olivine. Journal of Volcanology and Geothermal Research, 387, p.106664.",CERRO NEGRO,1995-CN-A_CN_A_Ol9 ,48.14,1.1,16.18,13.27,0.23,6.04,9.81,2.93,0.61,0.69,,,Glass
"Portnyagin, M., Hoernle, K., Plechov, P., Mironov, N. and Khubunaya, S., 2007. Constraints on mantle melting and composition and nature of slab components in volcanic arcs from volatiles (H2O, S, Cl, F) and trace elements in melt inclusions from the Kamchatka Arc. Earth and Planetary Science Letters, 255(1-2), pp.53-69.",KLYUCHEVSKOY,AP1_AP9,51.16,1.11,18.63,8.39,0.13,4.5,8.86,3.61,0.93,0.18,0.19,,Glass
"Portnyagin, M.V., Naumov, V.B., Mironov, N.L., Belousov, I.A. and Kononkova, N.N., 2011. Composition and evolution of the melts erupted in 1996 at Karymskoe Lake, Eastern Kamchatka: Evidence from inclusions in minerals. Geochemistry International, 49(11), pp.1085-1110.",KARYMSKY,KR99/96_KR99/96-19,52.2,1.03,16.68,9.41,0.19,3.82,7.99,2.99,0.76,0.2,,,Glass
"Tolstykh, M.L., Naumov, V.B., Gavrilenko, M.G., Ozerov, A.Y. and Kononkova, N.N., 2012. Chemical composition, volatile components, and trace elements in the melts of the Gorely volcanic center, southern Kamchatka: Evidence from inclusions in minerals. Geochemistry International, 50(6), pp.522-550.",GORELY,GOR-60_8,55.56,0.92,18.37,5.31,0.1,1.82,5.76,3.98,4.59,0.31,,,Glass
"Ruscitto, D.M., Wallace, P.J. and Kent, A.J.R., 2011. Revisiting the compositions and volatile contents of olivine-hosted melt inclusions from the Mount Shasta region: implications for the formation of high-Mg andesites. Contributions to Mineralogy and Petrology, 162(1), pp.109-132.",MT. SHASTA-WHALEBACK,S173_S173-F,55.32,0.59,15.51,3.73,0.07,6.49,12.49,2.42,0.38,0.18,,,Glass
"Tolstykh, M.L., Pevzner, M.M., Naumov, V.B., Babanskii, A.D. and Kononkova, N.N., 2015. Types of parental melts of pyroclastic rocks of various structural–age complexes of the Shiveluch volcanic massif, Kamchatka: Evidence from inclusions in minerals. Petrology, 23(5), pp.480-517.",SHIVELUCH,96057/6_29,61.97,0.8,16.04,4.67,0.1,2.84,5.15,4.88,1.79,,,,Glass
"Umino, S., Kanayama, K., Kitamura, K., Tamura, A., Ishizuka, O., Senda, R. and Arai, S., 2018. Did boninite originate from the heterogeneous mantle with recycled ancient slab?. Island Arc, 27(1), p.e12221.",,_AMs3-2,57.28,0.01,9.15,9.67,0.16,14.43,6.32,1.35,0.47,,1.63,,Glass
"Portnyagin, M., Hoernle, K., Plechov, P., Mironov, N. and Khubunaya, S., 2007. Constraints on mantle melting and composition and nature of slab components in volcanic arcs from volatiles (H2O, S, Cl, F) and trace elements in melt inclusions from the Kamchatka Arc. Earth and Planetary Science Letters, 255(1-2), pp.53-69.",KSUDACH,KS1_47-1,47.25,0.85,14.88,11.98,0.27,7.64,10.85,1.57,0.17,,,,Glass
"Rowe, M.C., Kent, A.J. and Nielsen, R.L., 2009. Subduction influence on oxygen fugacity and trace and volatile elements in basalts across the Cascade Volcanic Arc. Journal of Petrology, 50(1), pp.61-91.",,FLR03-1_04-016-9.2,48.32,1.52,16.9,11.31,0.17,7.24,9.48,2.92,0.53,0.43,,,Glass
"Zimmer, PhD Thesis, 2009",KILLEAK,KVG-71694B_ol1mi1,49.5,3.22,15.71,10.24,0.19,4.6,10.68,4.18,1.73,0.64,,,Glass
"Brounce, M.N., Kelley, K.A. and Cottrell, E., 2014. Variations in Fe3+/? Fe of Mariana Arc basalts and mantle wedge f O2. Journal of Petrology, 55(12), pp.2513-2536.",SARIGAN,Sari15-04_35A,46.82,0.69,15.61,9.03,0.17,6.53,13.68,1.66,0.25,0.14,,,Glass
"Cooper, L.B. (2009) Volatiles in Tonga arc magmas and their role in unraveling subduction zone processes. Ph.D. Dissertation, Boston University and Plank, T., Arculus, R. 2018. Petrology Samples from the Submarine Tonga Arc Collected during the TELVE and NoToVE Cruises, Version 1.0. Interdisciplinary Earth Data Alliance (IEDA). https://doi.org/10.1594/IEDA/100743",VOLCANO 7,LC-7-58-1_plag5_mia,57.26,1.17,15.02,9.42,0.23,3.74,8.13,2.7,0.49,0.22,,,Glass
"Portnyagin, M., Hoernle, K., Plechov, P., Mironov, N. and Khubunaya, S., 2007. Constraints on mantle melting and composition and nature of slab components in volcanic arcs from volatiles (H2O, S, Cl, F) and trace elements in melt inclusions from the Kamchatka Arc. Earth and Planetary Science Letters, 255(1-2), pp.53-69.",CHIKURACHKI,CHK13-1_4_1,53.79,1.47,16.25,10.64,0.22,3.29,8.4,2.27,0.86,0.3,,,Glass
"Head, E.M., Shaw, A.M., Wallace, P.J., Sims, K.W. and Carn, S.A., 2011. Insight into volatile behavior at Nyamuragira volcano (DR Congo, Africa) through olivine?hosted melt inclusions. Geochemistry, Geophysics, Geosystems, 12(10).",NYAMURAGIRA,NYA0705_NYA0705-12B,44.69,3.68,15.6,11.87,0.16,4.23,11.69,3.04,2.19,0.47,,,Glass
"Barnes, J.D. and Straub, S.M., 2010. Chorine stable isotope variations in Izu Bonin tephra: implications for serpentinite subduction. Chemical Geology, 272(1-4), pp.62-74.",,782A-29X-5-13-15_80,53.05,0.89,14.4,11.24,0.23,3.84,7.89,2.79,0.32,0.12,,,Glass
"Métrich, N. and Deloule, E., 2014. Water content, ?D and ?11B tracking in the Vanuatu arc magmas (Aoba Island): Insights from olivine-hosted melt inclusions. Lithos, 206, pp.400-408.",AOBA,Aoba-AO8_AO8-28A,48.87,0.8,15.6,8.41,,5.45,12.81,2.51,1.36,,,,Glass
"Hauri, Plank, Fischer, Tamura and Ishizuka, 2021. Melt Inclusion data from the Marianas and Izu volcanic arcs, and Mariana Trough back-arc basin. EarthChem Library.",PAGAN,AS03-PAGAN-5_PAGAN5-2_49 ,50.65,0.97,15.0,11.6,0.19,4.89,10.28,2.61,0.81,0.14,,,Glass
"Brounce, M.N., Kelley, K.A. and Cottrell, E., 2014. Variations in Fe3+/? Fe of Mariana Arc basalts and mantle wedge f O2. Journal of Petrology, 55(12), pp.2513-2536.",GUGUAN,Gug11_5,49.37,0.76,16.49,11.19,0.21,4.02,11.04,2.53,0.43,0.1,,,Glass
"Rowe, M.C., Kent, A.J. and Nielsen, R.L., 2009. Subduction influence on oxygen fugacity and trace and volatile elements in basalts across the Cascade Volcanic Arc. Journal of Petrology, 50(1), pp.61-91.",,CM02-2_03-039-2.1,48.73,1.19,16.17,9.46,0.07,8.46,12.22,3.31,2.24,0.44,,,Glass
"Hauri, Plank, Fischer, Tamura and Ishizuka, 2021. Melt Inclusion data from the Marianas and Izu volcanic arcs, and Mariana Trough back-arc basin. EarthChem Library.",GUGUAN,D50-2-1_D50-2-1_33,46.93,1.0,14.01,14.2,0.33,5.72,11.72,1.79,0.4,0.13,,,Glass
Hartleyetal2018,HOLUHRAUN,3-AH-1-MI2,49.27,1.54,13.11,11.52,0.22,8.1,11.85,2.28,0.19,0.14,0.04,0.02,Glass
"Rose-Koga, E.F., Koga, K.T., Schiano, P., Le Voyer, M., Shimizu, N., Whitehouse, M.J. and Clocchiatti, R., 2012. Mantle source heterogeneity for South Tyrrhenian magmas revealed by Pb isotopes and halogen contents of olivine-hosted melt inclusions. Chemical Geology, 334, pp.266-279.",VULCANO,P2_P2,46.14,0.71,12.31,9.2,0.1,7.95,13.06,2.33,2.04,0.23,,,Glass
"Schiavi, F., Rosciglione, A., Kitagawa, H., Kobayashi, K., Nakamura, E., Nuccio, P.M., Ottolini, L., Paonita, A. and Vannucci, R., 2015. Geochemical heterogeneities in magma beneath Mount Etna recorded by 2001–2006 melt inclusions. Geochemistry, Geophysics, Geosystems, 16(7), pp.2109-2126.",ETNA,2001 LOWER VENT_CPX6 MIM,48.5,1.76,16.08,9.39,0.22,4.65,9.15,4.06,1.35,0.66,,,Glass
"Tolstykh, M.L., Naumov, V.B., Gavrilenko, M.G., Ozerov, A.Y. and Kononkova, N.N., 2012. Chemical composition, volatile components, and trace elements in the melts of the Gorely volcanic center, southern Kamchatka: Evidence from inclusions in minerals. Geochemistry International, 50(6), pp.522-550.",GORELY,GOR-188_2,53.34,0.34,22.11,1.26,0.01,4.36,6.09,3.12,7.14,0.21,,,Glass
"Brandl, P.A., Hamada, M., Arculus, R.J., Johnson, K., Marsaglia, K.M., Savov, I.P., Ishizuka, O. and Li, H., 2017. The arc arises: The links between volcanic output, arc evolution and melt composition. Earth and Planetary Science Letters, 461, pp.73-84.",PALAU-KYUSHU RIDGE,U1438_U1438E-22R6W-I5 ,54.55,0.7,14.91,9.21,0.18,5.81,10.56,2.3,0.3,,,,Glass
"Johnson, E.R., Wallace, P.J., Delgado Granados, H., Manea, V.C., Kent, A.J., Bindeman, I.N. and Donegan, C.S., 2009. Subduction-related volatile recycling and magma generation beneath Central Mexico: insights from melt inclusions, oxygen isotopes and geodynamic models. Journal of Petrology, 50(9), pp.1729-1764.",PARICUTIN,P506-1_,51.04,0.95,19.07,6.04,0.09,4.15,8.21,4.41,0.8,0.22,,,Glass
"Rasmussen, D.J., Plank, T.A., 2021. Melt inclusion data for the central-eastern Aleutian volcanoes. Earthchem data submission.",FISHER,FI15DJR45_FI45MI10,50.62,1.77,15.63,12.21,0.24,4.42,8.68,3.65,0.99,0.27,,,Glass
"Hauri, Plank, Fischer, Tamura and Ishizuka, 2021. Melt Inclusion data from the Marianas and Izu volcanic arcs, and Mariana Trough back-arc basin. EarthChem Library.",WEST SUIYO VOLCANIC CHAIN,673-R28 Izx_673-R28mi26 ,50.69,1.15,20.06,5.24,0.12,3.14,11.16,3.84,0.77,0.3,,,Glass
"Rasmussen, D.J., Plank, T.A., 2021. Melt inclusion data for the central-eastern Aleutian volcanoes. Earthchem data submission.",OKMOK,OK15DJR17_OK17MI05B,52.5,1.27,15.78,10.76,0.22,4.53,10.51,3.21,0.89,0.16,,,Glass
"Keith, M., Haase, K.M., Klemd, R., Smith, D.J., Schwarz-Schampera, U. and Bach, W., 2018. Constraints on the source of Cu in a submarine magmatic-hydrothermal system, Brothers volcano, Kermadec island arc. Contributions to Mineralogy and Petrology, 173(5), p.40.",BROTHERS,65DR-2_,69.32,0.91,13.1,3.92,0.1,1.12,2.48,2.63,3.97,0.23,,,Glass
"Hauri, Plank, Fischer, Tamura and Ishizuka, 2021. Melt Inclusion data from the Marianas and Izu volcanic arcs, and Mariana Trough back-arc basin. EarthChem Library.",IZU-TORISHIMA,616-R08 Izx_616-R08mi41 ,48.93,0.61,16.88,7.44,0.18,6.66,12.87,2.05,0.11,0.07,,,Glass
"Vigouroux, N., Wallace, P.J. and Kent, A.J., 2008. Volatiles in high-K magmas from the western Trans-Mexican Volcanic Belt: evidence for fluid fluxing and extreme enrichment of the mantle wedge by subduction processes. Journal of Petrology, 49(9), pp.1589-1618.",COLIMA,LE-03_LE-03-12 ,46.76,1.77,13.94,5.51,0.06,6.48,10.45,2.46,6.04,1.38,,,Glass
"Gennaro, E., Iacono-Marziano, G., Paonita, A., Rotolo, S.G., Martel, C., Rizzo, A.L., Pichavant, M. and Liotta, M., 2019. Melt inclusions track melt evolution and degassing of Etnean magmas in the last 15 ka. Lithos, 324, pp.716-732.",ETNA,2006_ 2006-18a,49.7,1.68,15.31,12.01,0.32,3.43,7.94,4.35,2.58,1.23,,,Glass
"Portnyagin, M.V., Naumov, V.B., Mironov, N.L., Belousov, I.A. and Kononkova, N.N., 2011. Composition and evolution of the melts erupted in 1996 at Karymskoe Lake, Eastern Kamchatka: Evidence from inclusions in minerals. Geochemistry International, 49(11), pp.1085-1110.",KARYMSKY,KR96BV_KR96BV-47,53.48,1.2,17.17,8.67,0.19,3.49,7.74,3.77,1.0,0.09,,,Glass
"Zimmer, M.M., Plank, T., Hauri, E.H., Yogodzinski, G.M., Stelling, P., Larsen, J., Singer, B., Jicha, B., Mandeville, C. and Nye, C.J., 2010. The role of water in generating the calc-alkaline trend: new volatile data for Aleutian magmas and a new tholeiitic index. Journal of Petrology, 51(12), pp.2411-2444. doi:10.1093/petrology/egq062",SHISHALDIN,97SPS31B_ol15mi2,51.64,2.83,14.26,12.3,0.23,2.63,9.36,3.1,1.0,0.91,,,Glass
"Brandl, P.A., Hamada, M., Arculus, R.J., Johnson, K., Marsaglia, K.M., Savov, I.P., Ishizuka, O. and Li, H., 2017. The arc arises: The links between volcanic output, arc evolution and melt composition. Earth and Planetary Science Letters, 461, pp.73-84.",PALAU-KYUSHU RIDGE,U1438_D55R3A-MIN7-MI4 ,51.08,0.84,13.97,10.39,0.21,5.92,10.05,2.45,0.32,0.09,,,Glass
"Rowe, M.C., Lassiter, J.C. and Goff, K., 2015. Basalt volatile fluctuations during continental rifting: An example from the Rio Grande Rift, USA. Geochemistry, Geophysics, Geosystems, 16(5), pp.1254-1273.",,O-1_O-1-2-6,48.99,1.72,18.93,7.33,0.11,7.07,8.39,5.06,2.13,1.02,,,Glass
"Stock, M.J., Humphreys, M.C., Smith, V.C., Isaia, R., Brooker, R.A. and Pyle, D.M., 2018. Tracking volatile behaviour in sub-volcanic plumbing systems using apatite and glass: insights into pre-eruptive processes at Campi Flegrei, Italy. Journal of Petrology, 59(12), pp.2463-2492.",CAMPI FLEGREI,Astroni 1_CF69_cpx_106_mi_2,57.8,0.61,17.55,4.09,0.22,0.45,2.93,5.1,7.11,0.07,,,Glass
"Barnes, J.D. and Straub, S.M., 2010. Chorine stable isotope variations in Izu Bonin tephra: implications for serpentinite subduction. Chemical Geology, 272(1-4), pp.62-74.",,782A-28X-4-128-130_75B,55.56,0.66,14.2,10.18,0.24,4.65,8.1,2.82,0.5,0.12,,,Glass
"Wehrmann, H., Hoernle, K., Jacques, G., Garbe-Schönberg, D., Schumann, K., Mahlke, J. and Lara, L.E., 2014. Volatile (sulphur and chlorine), major, and trace element geochemistry of mafic to intermediate tephras from the Chilean Southern Volcanic Zone (33–43 S). International Journal of Earth Sciences, 103(7), pp.1945-1962.",APAGADO,CL713_CL714INC445,53.29,1.66,15.38,8.46,0.14,5.55,11.63,2.95,0.71,0.24,,,Glass
"Barnes, J.D. and Straub, S.M., 2010. Chorine stable isotope variations in Izu Bonin tephra: implications for serpentinite subduction. Chemical Geology, 272(1-4), pp.62-74.",,782A-39X-1-21-23_108,51.46,0.78,14.8,10.3,0.26,5.13,9.67,2.19,0.3,0.11,,,Glass
"Kovalenko, D.V., Naumov, V.B., Prokofiev, V.Y., Ageeva, O.A., Andreeva, O.A., Kovaltchuk, E.V., Erofeeva, K.G. and Ugryumova, N.Y., 2017. Chemical composition of melts of the Early Eocene volcanic center at Cape Khairyuzova, western Kamchatka: Evidence from inclusions in minerals. Petrology, 25(1), pp.66-86.",,110/00_36,59.97,0.92,16.62,5.48,0.14,3.13,6.14,4.75,2.13,0.22,,,Glass
"Esposito, R. J. Bodnar, L. V. Danyushevsky, B. De Vivo, L. Fedele, J. Hunter, A. Lima, N. Shimizu; Volatile Evolution of Magma Associated with the Solchiaro Eruption in the Phlegrean Volcanic District (Italy), Journal of Petrology, Volume 52, Issue 12, 1 December 2011, Pages 2431–2460, https://doi.org/10.1093/petrology/egr051",CAMPI FLEGREI,RESC4_RESC4-O14-MB-av,48.67,1.2,16.84,6.98,0.05,4.65,11.61,2.06,3.72,0.51,0.03,,Glass
Blundyetal2006,MT.ST.HELENS,May25_May25-PL2-1,72.98,0.36,11.99,2.07,0.06,0.53,1.26,3.82,2.25,0.09,,,Glass
"Ruth, Dawn C. S. , Elizabeth Cottrell, Joaquín A. Cortés, Katherine A. Kelley, Eliza S. Calder; From Passive Degassing to Violent Strombolian Eruption: the Case of the 2008 Eruption of Llaima Volcano, Chile, Journal of Petrology, Volume 57, Issue 9, 1 September 2016, Pages 1833–1864, https://doi.org/10.1093/petrology/egw063",LLAIMA,blk5-MI-2-2011_blk5-MI-2-2011,52.62,1.64,12.88,12.95,0.19,4.97,7.86,2.76,0.92,0.47,,,Glass
Blundyetal2006,SHIVELUCH,shiv01/#4_m14s47-1e,73.4,0.3,12.95,1.4,,0.36,1.15,4.63,3.01,,,,Glass
"Rowe, M.C., Kent, A.J. and Nielsen, R.L., 2009. Subduction influence on oxygen fugacity and trace and volatile elements in basalts across the Cascade Volcanic Arc. Journal of Petrology, 50(1), pp.61-91.",,BLW03-1_03-048-43.1,48.05,1.57,17.2,10.69,0.2,9.06,9.8,2.89,0.52,0.37,,,Glass
"Hauri, Plank, Fischer, Tamura and Ishizuka, 2021. Melt Inclusion data from the Marianas and Izu volcanic arcs, and Mariana Trough back-arc basin. EarthChem Library.",MARIANA TROUGH,ALV-1846-9_ALV1846-9_56,49.3,0.54,17.18,7.0,0.14,7.18,13.99,2.02,0.8,0.1,,,Glass
"Rowe, Michael C. , David W. Peate, Ingrid Ukstins Peate; An Investigation into the Nature of the Magmatic Plumbing System at Paricutin Volcano, Mexico, Journal of Petrology, Volume 52, Issue 11, 1 November 2011, Pages 2187–2220, https://doi.org/10.1093/petrology/egr044",PARICUTIN,W-47-23 (116295-23)_23-1-3,53.14,1.01,18.73,9.3,0.15,6.45,7.27,4.25,1.26,0.33,,,Glass
"Hauri, Plank, Fischer, Tamura and Ishizuka, 2021. Melt Inclusion data from the Marianas and Izu volcanic arcs, and Mariana Trough back-arc basin. EarthChem Library.",AGRIGAN,AS03-AGRI-2_AGRI2-44 ,50.76,0.84,16.36,8.16,0.18,3.98,9.42,3.0,1.17,0.2,,,Glass
"Hauri, Plank, Fischer, Tamura and Ishizuka, 2021. Melt Inclusion data from the Marianas and Izu volcanic arcs, and Mariana Trough back-arc basin. EarthChem Library.",MARIANA TROUGH,MARA-34-1_MARA34-1_13,51.77,0.9,18.87,6.37,0.15,3.12,13.0,2.69,0.36,0.1,,,Glass
Blundyetal2006,SHIVELUCH,shiv01/#2_m12s22-3e,77.02,0.29,11.59,1.37,,0.33,0.59,4.65,3.16,,,,Glass
"de Maisonneuve, C.B., Dungan, M.A., Bachmann, O. and Burgisser, A., 2012. Insights into shallow magma storage and crystallization at Volcán Llaima (Andean southern volcanic zone, Chile). Journal of Volcanology and Geothermal Research, 211, pp.76-91.",LLAIMA,8LM-339_8LM-339_C16,52.15,1.28,14.44,12.85,0.24,5.51,9.47,3.09,0.59,,,,Glass
Hartleyetal2014,LAKI,MHL-18_47_13,49.145,2.4649,15.2628,10.8771,0.2208,4.2438,12.7218,2.6107,0.3366,0.3508,0.0538,,Glass
"Barnes, J.D. and Straub, S.M., 2010. Chorine stable isotope variations in Izu Bonin tephra: implications for serpentinite subduction. Chemical Geology, 272(1-4), pp.62-74.",,782A-19X-3-68-70_47A,72.48,0.55,11.9,2.96,0.11,0.49,2.43,3.49,1.18,0.1,,,Glass
"Hauri, Plank, Fischer, Tamura and Ishizuka, 2021. Melt Inclusion data from the Marianas and Izu volcanic arcs, and Mariana Trough back-arc basin. EarthChem Library.",GUGUAN,GUG-4_GUG-4_23 ,50.93,1.02,14.99,13.44,0.31,4.77,8.08,2.9,0.55,0.13,,,Glass
"Rowe, M.C., Kent, A.J. and Nielsen, R.L., 2009. Subduction influence on oxygen fugacity and trace and volatile elements in basalts across the Cascade Volcanic Arc. Journal of Petrology, 50(1), pp.61-91.",,BLW03-1_03-048-71.1,47.97,1.65,17.75,8.98,0.14,8.26,10.59,3.55,0.57,0.41,,,Glass
"Ruth, Dawn C. S. , Elizabeth Cottrell, Joaquín A. Cortés, Katherine A. Kelley, Eliza S. Calder; From Passive Degassing to Violent Strombolian Eruption: the Case of the 2008 Eruption of Llaima Volcano, Chile, Journal of Petrology, Volume 57, Issue 9, 1 September 2016, Pages 1833–1864, https://doi.org/10.1093/petrology/egw063",LLAIMA,BUL4-2-2010_BUL4-2-2010,49.01,0.92,16.8,10.64,0.2,5.82,9.32,2.82,0.45,0.18,,,Glass
"Gennaro, E., Iacono-Marziano, G., Paonita, A., Rotolo, S.G., Martel, C., Rizzo, A.L., Pichavant, M. and Liotta, M., 2019. Melt inclusions track melt evolution and degassing of Etnean magmas in the last 15 ka. Lithos, 324, pp.716-732.",ETNA,Mt. Spagnolo_Spa-6,44.85,1.8,18.53,6.0,0.06,1.67,15.36,4.78,1.64,0.88,,0.01,Glass
"Hudgins, T.R., Mukasa, S.B., Simon, A.C., Moore, G. and Barifaijo, E., 2015. Melt inclusion evidence for CO 2-rich melts beneath the western branch of the East African Rift: implications for long-term storage of volatiles in the deep lithospheric mantle. Contributions to Mineralogy and Petrology, 169(5), p.46.",BUFUMBIRA,08WR-7_08WR-7-16,40.23,4.65,12.66,9.57,0.12,9.09,16.51,2.45,4.11,0.64,,,Glass
"Tolstykh, M.L., Pevzner, M.M., Naumov, V.B., Babanskii, A.D. and Kononkova, N.N., 2015. Types of parental melts of pyroclastic rocks of various structural–age complexes of the Shiveluch volcanic massif, Kamchatka: Evidence from inclusions in minerals. Petrology, 23(5), pp.480-517.",SHIVELUCH,747/9_19,60.84,1.57,16.65,4.91,0.1,1.81,4.61,4.2,4.08,0.32,,,Glass
"Hauri, Plank, Fischer, Tamura and Ishizuka, 2021. Melt Inclusion data from the Marianas and Izu volcanic arcs, and Mariana Trough back-arc basin. EarthChem Library.",PAGAN,AS03-PAGAN-5_PAGAN5-2_91 ,51.48,1.2,13.08,12.58,0.18,4.93,9.18,2.67,1.02,0.17,,,Glass
Hartleyetal2014,LAKI,MHL-02_24_2,50.6119,2.3624,18.4104,6.8004,0.0894,3.763,14.7104,2.6879,0.2559,0.2771,0.1433,,Glass
"Johnson, E.R., Wallace, P.J., Delgado Granados, H., Manea, V.C., Kent, A.J., Bindeman, I.N. and Donegan, C.S., 2009. Subduction-related volatile recycling and magma generation beneath Central Mexico: insights from melt inclusions, oxygen isotopes and geodynamic models. Journal of Petrology, 50(9), pp.1729-1764.",HOYA ALVEREZ,HA-A_1-2_,46.47,3.53,18.53,10.58,0.18,3.99,8.62,3.52,1.9,0.64,,,Glass
"Hauri, Plank, Fischer, Tamura and Ishizuka, 2021. Melt Inclusion data from the Marianas and Izu volcanic arcs, and Mariana Trough back-arc basin. EarthChem Library.",PAGAN,AS03-PAGAN-5_PAGAN5-2_92 ,51.71,1.2,13.55,12.6,0.24,4.89,9.09,2.58,0.97,0.2,,,Glass
"Hauri, Plank, Fischer, Tamura and Ishizuka, 2021. Melt Inclusion data from the Marianas and Izu volcanic arcs, and Mariana Trough back-arc basin. EarthChem Library.",AGRIGAN,AS03-AGRI-2_AGRI2-8 ,46.13,0.73,17.4,10.54,0.25,4.8,11.65,2.13,0.52,0.11,,,Glass
"Iddon, F. and Edmonds, M., 2020. Volatile?rich magmas distributed through the upper crust in the Main Ethiopian Rift. Geochemistry, Geophysics, Geosystems, 21(6), p.e2019GC008904.",FENTALE,F42_MI29,72.56,0.51,9.08,7.56,0.34,,0.39,4.4,4.06,,,,Glass
"Hauri, Plank, Fischer, Tamura and Ishizuka, 2021. Melt Inclusion data from the Marianas and Izu volcanic arcs, and Mariana Trough back-arc basin. EarthChem Library.",MARIANA TROUGH,ALV-1833-1_ALV1833-1_24,53.72,1.61,16.45,8.05,0.12,4.79,9.53,3.66,0.33,0.16,,,Glass
"Ruth, Dawn C. S. , Elizabeth Cottrell, Joaquín A. Cortés, Katherine A. Kelley, Eliza S. Calder; From Passive Degassing to Violent Strombolian Eruption: the Case of the 2008 Eruption of Llaima Volcano, Chile, Journal of Petrology, Volume 57, Issue 9, 1 September 2016, Pages 1833–1864, https://doi.org/10.1093/petrology/egw063",LLAIMA,blk6-MA-1_blk6-MA-1,51.9,1.15,17.01,9.62,0.14,5.11,9.03,2.98,0.63,0.22,,,Glass
"Johnson, E.R., Wallace, P.J., Delgado Granados, H., Manea, V.C., Kent, A.J., Bindeman, I.N. and Donegan, C.S., 2009. Subduction-related volatile recycling and magma generation beneath Central Mexico: insights from melt inclusions, oxygen isotopes and geodynamic models. Journal of Petrology, 50(9), pp.1729-1764.",CERRO PELON,CEP-7_,52.85,1.16,19.08,6.8,0.02,4.79,8.57,4.05,0.9,0.33,,,Glass
"Hudgins, T.R., Mukasa, S.B., Simon, A.C., Moore, G. and Barifaijo, E., 2015. Melt inclusion evidence for CO 2-rich melts beneath the western branch of the East African Rift: implications for long-term storage of volatiles in the deep lithospheric mantle. Contributions to Mineralogy and Petrology, 169(5), p.46.",BUFUMBIRA,08WR-7_08WR-7-2,41.56,4.26,14.48,8.28,0.11,7.44,16.72,2.96,3.65,0.52,,,Glass
"Barnes, J.D. and Straub, S.M., 2010. Chorine stable isotope variations in Izu Bonin tephra: implications for serpentinite subduction. Chemical Geology, 272(1-4), pp.62-74.",,782A-26X-5-147-149_71,73.77,0.34,11.6,1.76,0.12,0.29,1.87,3.54,0.63,0.09,,,Glass
"Kelley, K.A., Plank, T., Newman, S., Stolper, E.M., Grove, T.L., Parman, S. and Hauri, E.H., 2010. Mantle melting as a function of water content beneath the Mariana Arc. Journal of Petrology, 51(8), pp.1711-1738.",PAGAN,PB64_PB64F,48.18,0.5,15.3,11.73,0.17,7.38,10.25,2.42,0.48,0.01,,,Glass
"Tolstykh, M.L., Pevzner, M.M., Naumov, V.B., Babanskii, A.D. and Kononkova, N.N., 2015. Types of parental melts of pyroclastic rocks of various structural–age complexes of the Shiveluch volcanic massif, Kamchatka: Evidence from inclusions in minerals. Petrology, 23(5), pp.480-517.",SHIVELUCH,609/1_20,71.33,0.24,12.88,1.16,0.05,0.27,1.12,3.44,2.74,,,,Glass
"Umino, S., Kanayama, K., Kitamura, K., Tamura, A., Ishizuka, O., Senda, R. and Arai, S., 2018. Did boninite originate from the heterogeneous mantle with recycled ancient slab?. Island Arc, 27(1), p.e12221.",,_CNs1-12,52.94,0.14,9.97,8.85,0.21,15.37,6.47,1.55,0.42,,0.94,,Glass
"Sisson, T.W. and Layne, G.D., 1993. H2O in basalt and basaltic andesite glass inclusions from four subduction-related volcanoes. Earth and Planetary Science Letters, 117(3-4), pp.619-635.",FUEGO,178-2_17-1,55.2,0.68,16.8,10.6,0.18,4.53,6.51,4.26,0.95,0.33,,,Glass
"Portnyagin, M.V., Naumov, V.B., Mironov, N.L., Belousov, I.A. and Kononkova, N.N., 2011. Composition and evolution of the melts erupted in 1996 at Karymskoe Lake, Eastern Kamchatka: Evidence from inclusions in minerals. Geochemistry International, 49(11), pp.1085-1110.",KARYMSKY,KR96BV_KR96BV-37,55.41,1.08,16.96,8.15,0.21,3.16,6.85,3.98,1.21,0.18,,,Glass
"Corsaro, R.A. and Métrich, N., 2016. Chemical heterogeneity of Mt. Etna magmas in the last 15 ka. Inferences on their mantle sources. Lithos, 252, pp.123-134.",ETNA,FS6_FS06-OL37,47.48,0.95,11.06,8.24,,8.6,13.88,1.68,1.19,0.32,,,Glass
